"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Spring 2015","4152","8W2","Eight Week - Second","AAAD","AAAD-A","479","25991","CONTEMPORARY BLACK POETRY","McElroy,Frederick L.","12","21","3.483","2.476","27.8","58.3","41.7","0.0","0.0","9","0","1","6","3","1","1","0","0","0","0","0","0","0","3","3","3","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AAAD","AAAD-A","481","22071","RACISM AND THE LAW","Motley,Frank","19","23","3.016","2.75","18.2","36.8","26.3","36.8","0.0","4","0","3","4","1","1","3","7","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AAAD","AAAD-A","556","27005","RACE&CULTURE-AFRICAN DIASPORA","Grim,Valerie","7","7","3.957","3.775","57.1","100.0","0.0","0.0","0.0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AADM","AADM-Y","500","30775","TOPICS IN ARTS ADMINISTRATION","Rushton,Michael","40","41","3.928","3.747","75.6","95.0","5.0","0.0","0.0","1","5","28","5","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AADM","AADM-Y","500","33331","TOPICS IN ARTS ADMINISTRATION","Preston,Corinne Teresa","9","9","3.678","3.701","55.6","77.8","22.2","0.0","0.0","0","0","4","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AADM","AADM-Y","505","22064","PROGRAMMNG THE PERFORMING ARTS","Herzig,Monika Gm","6","7","3.9","3.85","0","100.0","0.0","0.0","0.0","1","1","3","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AADM","AADM-Y","515","27029","FINANCIAL MANAGEMENT FOR ARTS","Harbison,Stephanie Leigh","35","37","3.371","3.72","74.3","54.3","37.1","8.6","0.0","2","2","7","10","4","7","2","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AADM","AADM-Y","522","30023","IT APPLICATIONS FOR THE ARTS","Payne,Christopher J","12","14","3.758","3.589","84.6","83.3","16.7","0.0","0.0","2","0","8","2","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AADM","AADM-Y","559","27038","PUBLIC POLICY AND THE ARTS","Wilkerson,Michael Neil","11","14","3.882","3.68","36.4","90.9","9.1","0.0","0.0","3","0","8","2","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AADM","AADM-Y","750","16379","INTERNSHIP IN ARTS ADMIN","Rushton,Michael","17","17","4","3.754","88.2","100.0","0.0","0.0","0.0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AAST","AAST-A","101","33293","INTR TO ASIAN AMERICAN STUDIES","Kwong,Lisa","24","52","3.496","2.931","0","54.2","37.5","8.3","0.0","28","0","8","5","8","1","0","0","2","0","0","0","0","0","11","17","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AAST","AAST-A","201","30030","ASIAN DIASPORA EXPERIENCE","Ellapen,Jordache Abner","15","41","3.547","2.626","0","66.7","33.3","0.0","0.0","26","0","2","8","2","3","0","0","0","0","0","0","0","0","6","20","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","ABEH","ABEH-A","200","32800","ANIMAL BEHAVIOR WORKSHOP","Smith,G Troy","34","36","3.362","3.058","71.4","58.8","29.4","5.9","0.0","4","2","14","4","5","4","1","1","1","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","ABEH","ABEH-A","400","32798","ADV WORKSHOP IN ANIMAL BEHAVR","Smith,G Troy","6","7","4","3.146","66.7","100.0","0.0","0.0","0.0","1","2","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AERO","AERO-A","102","16381","THE AIR FORCE TODAY II","Hoadley,Michael A.","12","13","3.867","2.931","0","91.7","8.3","0.0","0.0","1","6","2","3","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AERO","AERO-A","202","16384","THE DEV OF AIR POWER II","Frierson,Roy","12","13","4","3.425","0","100.0","0.0","0.0","0.0","1","10","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AERO","AERO-A","302","16387","AIR FORCE MGMT & LEADERSHIP II","Muerle,Derek","6","7","3.783","3.315","0","83.3","16.7","0.0","0.0","1","0","4","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AERO","AERO-A","402","16390","NTL SEC FRC IN CONT AM SOC II","Hoadley,Michael A.","6","6","3.833","3.26","0","83.3","16.7","0.0","0.0","0","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AFRI","AFRI-A","731","21806","SEMINAR ON CONTEMPORARY AFRICA","McNaughton,Patrick R.","8","8","3.875","3.843","37.5","87.5","12.5","0.0","0.0","0","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","8W1","Eight Week - First","AFRI","AFRI-L","100","23981","TOPICS IN AFRI SOCIETY&CULTURE","Dlamini,Betty Sibongile","59","86","3.868","3.043","0","89.8","10.2","0.0","0.0","27","18","28","7","3","1","2","0","0","0","0","0","0","0","2","25","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","8W2","Eight Week - Second","AFRI","AFRI-L","100","25998","TOPICS IN AFRI SOCIETY&CULTURE","Sow,Amadou Beidy","58","73","3.517","2.904","0","46.6","53.4","0.0","0.0","15","1","12","14","24","7","0","0","0","0","0","0","0","0","2","13","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","8W2","Eight Week - Second","AFRI","AFRI-L","100","25999","TOPICS IN AFRI SOCIETY&CULTURE","Adu-Amankwah,David","54","90","2.802","2.589","0","24.1","48.1","16.7","5.6","39","0","7","6","7","13","6","4","5","0","2","1","0","3","6","30","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","8W1","Eight Week - First","AFRI","AFRI-L","202","26811","OCCULTISM IN AFRICA","Adu-Amankwah,David","55","71","3.224","2.888","0","49.1","38.2","7.3","1.8","18","0","16","11","3","14","4","3","0","1","1","0","0","2","3","13","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AFRI","AFRI-L","232","27053","CONTEMPORARY AFRICA","Bentil-Mawusi,Nana Aba","28","39","3.371","3.113","0","50.0","39.3","10.7","0.0","11","6","5","3","3","5","3","1","2","0","0","0","0","0","1","10","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","8W2","Eight Week - Second","AFRI","AFRI-L","400","26012","TOPICS IN AFRICAN STUDIES","Dlamini,Betty Sibongile","58","82","3.928","3.102","0","94.8","5.2","0.0","0.0","24","32","18","5","2","0","1","0","0","0","0","0","0","0","2","22","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-C","181","33813","DESIGN: CREATIVE REVOLUTION","Wilson,Thomas Kelly","12","23","3.117","2.951","6.3","16.7","83.3","0.0","0.0","11","0","2","0","3","2","5","0","0","0","0","0","0","0","4","7","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-C","380","28623","TOPIC ISSUES:COMPREHNSV DESIGN","Embry,Mary Christine","10","12","4","3.314","80","100.0","0.0","0.0","0.0","2","3","7","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","NON","Non Standard Session","AMID","AMID-C","481","30037","INTNSV SEM COMPREHENSV DESIGN","Lair,Kevin Stanley","19","23","3.532","3.046","55","57.9","42.1","0.0","0.0","4","0","6","5","2","6","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","NON","Non Standard Session","AMID","AMID-C","481","30045","INTNSV SEM COMPREHENSV DESIGN","Lair,Kevin Stanley","9","11","3.933","3.021","50","100.0","0.0","0.0","0.0","2","0","7","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","NON","Non Standard Session","AMID","AMID-C","481","30052","INTNSV SEM COMPREHENSV DESIGN","Lair,Kevin Stanley","13","18","3.377","3.077","60","53.8","38.5","0.0","0.0","6","0","6","1","4","1","0","0","0","0","0","0","0","1","2","3","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-D","168","16393","INTERIOR DESIGN STUDIO 1","Wu,Jiangmei","18","26","2.8","2.968","15.8","50.0","22.2","5.6","5.6","11","0","4","5","4","0","0","0","1","0","0","0","1","3","1","7","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-D","191","30778","DESIGN STUDIES:FORM & FUNCTION","Smith,Kennon Michelle","24","32","3.6","3.197","33.3","62.5","37.5","0.0","0.0","8","0","9","6","5","3","1","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-D","201","28622","3D MODELING DSGN/DGTL FABRCTN","Racek,Jonathan","15","21","3.34","3.278","83.3","53.3","33.3","13.3","0.0","6","0","2","6","4","1","0","0","1","1","0","0","0","0","2","3","0","0","1","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-D","202","28621","INTERIOR VISUALIZATION","Wu,Jiangmei","14","20","3.721","3.178","58.8","78.6","21.4","0.0","0.0","6","1","6","4","2","0","1","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-D","263","32752","DESIGN METHODS","Mitchell,C. Thomas","13","13","3.646","3.181","92.3","69.2","30.8","0.0","0.0","0","6","1","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-D","264","26676","DIGITAL ARCHITECTURAL DRAWING","Joyner,Louis D.","18","22","3.672","3.282","65","72.2","27.8","0.0","0.0","4","0","7","6","4","0","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-D","272","16396","INTERIOR DESIGN STUDIO 3","Smith,Kennon Michelle","17","17","3.629","3.298","94.1","64.7","35.3","0.0","0.0","0","0","6","5","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-D","277","22657","MTLS & COMPONENTS OF INT DES","Joyner,Louis D.","17","17","3.382","3.298","94.1","52.9","41.2","5.9","0.0","0","0","6","3","1","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","NON","Non Standard Session","AMID","AMID-D","290","35386","SPEC TOPICS IN INTERIOR DESIGN","Racek,Jonathan","13","13","3.592","3.421","92.3","76.9","7.7","15.4","0.0","0","0","8","2","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","8W1","Eight Week - First","AMID","AMID-D","336","22873","LIGHTING INTERIOR SPACE 2","Shakespeare,Marie D","22","22","3.345","3.248","95.5","45.5","40.9","13.6","0.0","0","0","6","4","6","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-D","374","16399","INTERIOR DESIGN STUDIO 5","Racek,Jonathan","22","22","3.305","3.248","95.5","50.0","45.5","4.5","0.0","0","0","2","9","3","2","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-D","476","16401","INTERIOR DESIGN STUDIO 7","Kim,Jee Yea","12","13","3.417","3.388","92.3","41.7","58.3","0.0","0.0","1","0","2","3","4","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-D","476","35076","INTERIOR DESIGN STUDIO 7","Newman,Marleen","12","12","4","3.148","100","100.0","0.0","0.0","0.0","0","3","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","202","25187","INTRO TEXTILE SCIENCE: LAB","Matranga,Mary Jane","20","22","3.545","2.972","100","65.0","20.0","15.0","0.0","2","3","8","2","4","0","0","2","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","202","25188","INTRO TEXTILE SCIENCE: LAB","Matranga,Mary Jane","18","22","3.711","3.05","63.2","77.8","22.2","0.0","0.0","4","2","8","4","1","2","1","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","202","25189","INTRO TEXTILE SCIENCE: LAB","Matranga,Mary Jane","20","22","3.905","3.094","75","95.0","5.0","0.0","0.0","2","12","4","3","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","202","25190","INTRO TEXTILE SCIENCE: LAB","Matranga,Mary Jane","19","24","3.547","2.876","50","68.4","26.3","0.0","5.3","5","5","5","3","3","1","1","0","0","0","0","0","1","0","1","4","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","202","25191","INTRO TEXTILE SCIENCE: LAB","Matranga,Mary Jane","9","18","3.478","2.947","42.9","55.6","33.3","11.1","0.0","9","1","4","0","2","0","1","0","1","0","0","0","0","0","5","4","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","202","26077","INTRO TEXTILE SCIENCE: LAB","Matranga,Mary Jane","20","22","3.785","3.033","60","80.0","20.0","0.0","0.0","2","4","8","4","3","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","203","16394","INTRODUCTORY TEXTILE SCIENCE","Akou,Heather Marie","120","132","3.343","3.031","59.2","45.8","43.3","10.8","0.0","12","1","28","26","29","16","7","4","6","3","0","0","0","0","0","12","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","213","26572","FASHN DSGN I:RSCH & ILLUSTRATN","Matranga,Mary Jane","18","18","3.689","3.03","61.1","88.9","5.6","0.0","0.0","1","9","5","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","217","21453","FASHION DESIGN II:  IDEATION","Quirk,Jessica S","19","21","3.289","2.965","89.5","47.4","42.1","10.5","0.0","2","0","6","3","1","4","3","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","303","33699","FASHION STUDIO II","Frye,Lori E","10","10","3.02","3.05","100","50.0","30.0","10.0","10.0","0","0","0","5","0","2","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","303","35074","FASHION STUDIO II","Frye,Lori E","14","15","2.886","3.033","78.6","28.6","35.7","35.7","0.0","1","0","3","1","1","2","2","1","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","328","35075","EXPER FASHN STUDIO:DIGITL APPL","Orr,David A","17","18","3.765","3.103","94.4","82.4","11.8","5.9","0.0","1","0","12","2","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","340","27123","HISTORY OF FASHION","Hasty,Ashley","33","34","3.621","3.046","75.8","69.7","27.3","3.0","0.0","1","2","13","8","5","2","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","402","23264","CLLCTN MGMT-HIST TEXTLS&COSTMS","Richardson,Kelly Gallett","8","10","3.463","3.23","88.9","50.0","50.0","0.0","0.0","2","0","1","3","2","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","403","24958","PRACTICUM-COLLECTION MGMT","Richardson,Kelly Gallett","6","8","3.85","2.748","85.7","100.0","0.0","0.0","0.0","2","0","3","3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","406","27130","DRESS STUDIES: THEORY&ANALYSIS","Lennon,Sharron J.","30","34","3.08","3.229","83.3","13.3","83.3","3.3","0.0","4","0","0","4","7","12","6","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","408","24612","EXPER FASHION STUDIO: DRAPING","Christiansen,Deborah Lynn","17","18","3.394","3.152","94.4","70.6","17.6","11.8","0.0","1","1","2","9","1","0","2","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-F","417","21897","FASHN DSGN III:PRESENTATN&ANLS","Christiansen,Deborah Lynn","20","20","3.71","3.183","95","85.0","10.0","5.0","0.0","0","7","5","5","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-R","100","22656","INTR RETAIL DSGN & MERCHANDSNG","Shaffer,Janis Lynn","114","136","2.948","3.05","14","25.4","50.9","19.3","2.6","24","1","10","18","19","26","13","11","9","2","1","1","1","2","7","15","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-R","204","16395","APPAREL MFG & QUALITY ANALYSIS","Bomberger,David Rick","48","55","3.565","3.149","68.8","66.7","31.3","2.1","0.0","7","3","14","15","5","6","4","1","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-R","308","22872","BRAND MANAGEMENT & ADVERTISING","Hasty,Ashley","44","50","3.711","3.125","73.3","79.5","18.2","2.3","0.0","6","6","16","13","4","3","1","1","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-R","309","22658","STRATEGIES IN RETAIL PROMOTION","Hasty,Ashley","23","28","3.457","3.032","83.3","65.2","26.1","4.3","4.3","5","3","7","5","1","4","1","1","0","0","0","0","1","0","1","4","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-R","315","16398","PRINCIPLES-RETAIL MERCHANDISNG","Shaffer,Janis Lynn","40","47","3.098","3.226","60","35.0","40.0","22.5","2.5","7","0","11","3","5","6","5","6","3","0","0","1","0","0","0","7","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","1","Regular Academic Session","AMID","AMID-R","315","21641","PRINCIPLES-RETAIL MERCHANDISNG","Shaffer,Janis Lynn","38","43","2.905","3.052","72.5","18.4","55.3","26.3","0.0","5","0","2","5","7","8","6","3","6","1","0","0","0","0","2","3","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","8W1","Eight Week - First","AMID","AMID-R","319","24527","PROF TECHNQ IN RETAIL INDUSTRY","Manchiraju,Srikant","30","32","4","2.962","80","100.0","0.0","0.0","0.0","2","0","30","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-12-2015",
"Spring 2015","4152","8W2","Eight Week - Second","AMID","AMID-R","319","30101","PROF TECHNQ IN RETAIL INDUSTRY","Manchiraju,Srikant","21","23","4","2.854","86.4","100.0","0.0","0.0","0.0","2","0","21","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-12-2015",
