"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Spring 2010","4102","","","AAAD","AAAD-A","295","16464","SURVEY OF HIP HOP","Orejuela,Fernando","76","94","3.026","3.108","3.8","32.9","46.1","15.8","1.3","21","1","7","17","18","11","6","5","6","1","1","0","0","3","1","14","1","0","2","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AAAD","AAAD-A","298","31084","SPEC TPCS SOC&HIST FOR AAADS","Seigel,Micol","11","12","3.909","3.494","0.0","90.9","9.1","0.0","0.0","1","0","9","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AAAD","AAAD-A","330","29420","AFRICAN AMERICAN CINEMATIC EXP","Wall,David Clifford","29","35","3.179","2.558","24.2","48.3","44.8","3.4","0.0","7","0","4","10","3","1","9","0","1","0","0","0","0","1","4","2","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AAAD","AAAD-A","352","29418","AFRI AM ART II:AFRI AM ARTISTS","Wolfskill,Phoebe","8","8","2.513","2.721","62.5","25.0","50.0","0.0","12.5","1","0","0","2","0","2","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AAAD","AAAD-A","356","11037","AFRICAN-AMERICAN HISTORY II","Assensoh,Akwasi B.","65","67","3.468","2.938","6.1","38.5","61.5","0.0","0.0","2","0","16","9","27","13","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AAAD","AAAD-A","380","15100","CONTEMP BLACK AMER WRITING","McElroy,Frederick L.","27","33","3.359","2.872","14.8","51.9","40.7","3.7","0.0","7","0","5","9","8","2","1","1","0","0","0","0","0","1","0","6","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AAAD","AAAD-A","392","29959","AFRICAN AMERICAN FOLKLORE","Horton-Stallings,Lamonda","8","12","3.213","2.726","27.3","50.0","37.5","0.0","12.5","4","1","1","2","0","3","0","0","0","0","1","0","0","0","2","1","1","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AAAD","AAAD-A","393","11018","HISTORY OF JAZZ","Baker,David N.","38","44","3.842","3.024","4.9","84.2","15.8","0.0","0.0","6","0","32","0","0","6","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AAAD","AAAD-A","398","33731","ADV TPCS IN SOCIAL&HIST AAADS","Williams,Vernon","26","33","2.992","2.765","13.3","53.8","23.1","7.7","3.8","10","0","10","4","2","2","2","0","2","0","0","1","0","3","3","3","0","0","1","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AAAD","AAAD-A","399","14579","ADV TPCS ARTS&HUMANITIES AAADS","Rosa,Iris","23","37","3.391","2.752","15.4","60.9","26.1","8.7","0.0","15","6","5","3","4","0","2","1","1","0","0","0","0","1","2","11","0","0","1","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AAAD","AAAD-A","400","34057","TOPICS IN AFRICAN AMER STUDIES","Martin,Michael T","10","13","2.800","2.509","8.3","20.0","60.0","10.0","0.0","4","0","0","2","2","3","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AAAD","AAAD-A","430","13406","THE CINEMA OF AFRICANA WOMEN","McCluskey,Audrey T.","30","46","3.020","2.782","8.6","20.0","60.0","20.0","0.0","16","0","4","2","5","8","5","4","2","0","0","0","0","0","5","11","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AAAD","AAAD-A","480","29960","THE BLACK NOVEL","Horton-Stallings,Lamonda","7","10","3.629","2.980","22.2","71.4","28.6","0.0","0.0","3","0","2","3","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AAAD","AAAD-A","481","13975","RACISM AND THE LAW","Motley,Frank","14","28","3.171","2.815","13.6","35.7","50.0","14.3","0.0","14","3","1","1","2","0","5","2","0","0","0","0","0","0","8","6","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AAAD","AAAD-A","591","29419","BLACK INTELLECTUAL TRADITIONS","McElroy,Frederick L.","7","8","4.000","3.760","62.5","100.0","0.0","0.0","0.0","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AADM","AADM-Y","412","16424","OPERA MANAGEMENT","Hunt,Christopher","13","14","3.638","3.730","0.0","61.5","38.5","0.0","0.0","1","0","4","4","5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AADM","AADM-Y","500","26657","TOPICS IN ARTS ADMINISTRATION","Payne,Christopher J","8","9","4.000","3.692","75.0","100.0","0.0","0.0","0.0","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AADM","AADM-Y","505","13937","PROGRAMMNG THE PERFORMING ARTS","Hunt,Christopher","11","14","3.627","3.655","9.1","81.8","18.2","0.0","0.0","3","0","0","9","2","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AADM","AADM-Y","515","15131","FINANCIAL MANAGEMENT FOR ARTS","Kase,Teresa M","20","21","3.020","3.599","80.0","50.0","25.0","15.0","0.0","3","3","5","2","1","3","1","1","1","1","0","0","0","2","0","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AADM","AADM-Y","530","12535","AUDIENCE DEV & MRKTG THE ARTS","Sargeant,Yue","17","18","3.494","3.588","94.4","58.8","35.3","5.9","0.0","1","4","2","4","3","2","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AADM","AADM-Y","750","5023","INTERNSHIP IN ARTS ADMIN","Rushton,Michael","15","19","4.000","3.738","100.0","100.0","0.0","0.0","0.0","4","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AERO","AERO-A","100","5025","INTRO TO AEROSPACE STUDIES","Ferguson,James S.","50","69","3.308","2.538","0.0","62.0","26.0","2.0","2.0","23","14","11","6","6","5","2","1","0","0","0","0","1","4","6","13","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AERO","AERO-A","102","5026","THE AIR FORCE TODAY II","Boesiger,Darin D.","9","9","3.900","3.389","0.0","100.0","0.0","0.0","0.0","0","5","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AERO","AERO-A","102","5027","THE AIR FORCE TODAY II","Boesiger,Darin D.","13","17","3.454","2.858","0.0","84.6","7.7","0.0","0.0","5","2","2","7","0","1","0","0","0","0","0","0","0","1","2","2","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AERO","AERO-A","202","5030","THE DEV OF AIR POWER II","Ferguson,James S.","6","9","3.833","3.180","0.0","83.3","16.7","0.0","0.0","3","2","2","1","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AERO","AERO-A","202","5031","THE DEV OF AIR POWER II","Ferguson,James S.","16","18","3.963","3.033","0.0","100.0","0.0","0.0","0.0","2","9","5","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AERO","AERO-A","302","5034","AIR FORCE MGMT & LEADERSHIP II","Boesiger,Darin D.","10","10","4.000","3.325","0.0","100.0","0.0","0.0","0.0","0","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AERO","AERO-A","402","5038","NTL SEC FRC IN CONT AM SOC II","Golden,John D.","9","9","3.900","3.029","0.0","100.0","0.0","0.0","0.0","0","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AFRI","AFRI-A","731","13322","SEMINAR ON CONTEMPORARY AFRICA","Stone,Ruth Marie","7","9","3.871","3.786","28.6","100.0","0.0","0.0","0.0","2","0","4","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AFRI","AFRI-A","732","14907","BIBLIOG OF SUB-SAHARAN AFRICA","Frank Wilson,Marion","15","17","3.740","3.816","26.7","80.0","20.0","0.0","0.0","2","2","6","4","1","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AFRI","AFRI-L","100","30451","TOPICS IN AFRI SOCIETY&CULTURE","Dlamini,Betty Sibongile","45","53","3.769","2.952","0.0","95.6","0.0","0.0","0.0","10","20","15","8","0","0","0","0","0","0","0","0","0","2","1","7","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AFRI","AFRI-L","100","30453","TOPICS IN AFRI SOCIETY&CULTURE","Yaro,Abdou Salam","49","64","3.582","2.926","0.0","71.4","24.5","4.1","0.0","15","1","17","17","5","4","3","1","0","1","0","0","0","0","1","13","0","0","1","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AFRI","AFRI-L","100","30454","TOPICS IN AFRI SOCIETY&CULTURE","Dlamini,Betty Sibongile","50","64","3.642","2.895","0.0","90.0","0.0","2.0","2.0","17","26","17","2","0","0","0","0","0","1","0","1","0","3","1","13","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AFRI","AFRI-L","100","31631","TOPICS IN AFRI SOCIETY&CULTURE","Yaro,Abdou Salam","41","49","3.237","2.647","0.0","70.7","9.8","9.8","0.0","12","1","14","14","2","1","1","2","2","0","0","0","0","4","1","7","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AFRI","AFRI-L","100","31703","TOPICS IN AFRI SOCIETY&CULTURE","Lekoba,Sindisiwe Sindy Lorraine","16","24","3.906","2.560","0.0","100.0","0.0","0.0","0.0","8","6","5","5","0","0","0","0","0","0","0","0","0","0","2","3","3","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AFRI","AFRI-L","202","29551","OCCULTISM IN AFRICA","Adu-Amankwah,David","58","78","3.741","2.808","0.0","79.3","20.7","0.0","0.0","20","0","38","8","2","6","4","0","0","0","0","0","0","0","4","12","4","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AFRI","AFRI-L","210","29014","POPULAR AKAN ORAL ART FORMS","Adu-Amankwah,David","16","22","3.775","3.054","0.0","81.3","18.8","0.0","0.0","6","0","10","3","1","2","0","0","0","0","0","0","0","0","1","2","1","0","2","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-D","168","5041","BEGINNING INTERIOR DESIGN","(Lipsick)-Newman,Marleen Rae","20","31","3.670","2.968","20.0","70.0","30.0","0.0","0.0","11","3","5","6","4","2","0","0","0","0","0","0","0","0","5","6","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-D","191","29046","DESIGN STUDIES:FORM & FUNCTION","Mitchell,Claire","22","26","3.423","3.004","34.8","77.3","9.1","4.5","9.1","4","0","10","7","0","1","1","1","0","0","0","0","2","0","1","3","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-D","191","29047","DESIGN STUDIES:FORM & FUNCTION","Wu,Jiangmei","9","13","3.722","3.089","54.5","88.9","11.1","0.0","0.0","4","0","2","6","1","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-D","263","13548","DESIGN METHODS","Mitchell,C. Thomas","36","37","3.417","3.205","97.2","41.7","58.3","0.0","0.0","1","0","2","13","14","6","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-D","272","5049","INTERIOR DES II-SPACE DESIGN","(Lipsick)-Newman,Marleen Rae","36","36","3.772","3.205","97.2","83.3","13.9","2.8","0.0","0","1","20","9","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-D","277","14930","MTLS & COMPONENTS OF INT DES","Loalbo,Michael John","36","36","3.142","3.205","97.2","27.8","63.9","5.6","2.8","0","0","2","8","10","7","6","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-D","290","26726","SPEC TOPICS IN INTERIOR DESIGN","Young,Barbara Lynne","15","20","3.507","3.130","57.9","80.0","6.7","13.3","0.0","5","0","4","8","0","1","0","1","0","1","0","0","0","0","4","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-D","336","15818","LIGHTING INTERIOR SPACE 2","Shakespeare,Marie D","34","35","3.135","3.174","100.0","47.1","32.4","17.6","0.0","2","0","8","8","2","4","5","3","3","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-D","374","5053","INTERIOR DES IV-THE WORKPLACE","Young,Barbara Lynne","34","34","3.100","3.174","100.0","26.5","61.8","8.8","2.9","0","0","2","7","7","10","4","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-D","476","5061","INTERIOR DES VI-SP POPULATNS","Loalbo,Michael John","19","20","3.268","3.198","90.0","31.6","68.4","0.0","0.0","1","0","2","4","6","2","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-F","203","5042","INTRODUCTORY TEXTILE SCIENCE","Akou,Heather Marie","112","117","3.547","2.997","32.5","60.7","35.7","3.6","0.0","5","1","43","24","18","15","7","4","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-F","217","12539","FASHION DES II: INTERPRETATION","Rowold,Kathleen","40","42","3.070","2.950","85.4","27.5","55.0","17.5","0.0","2","0","3","8","6","12","4","4","1","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-F","301","5054","DRESS STUDIES:CULTURL ANALYSIS","Akou,Heather Marie","52","57","3.790","2.925","75.5","80.8","19.2","0.0","0.0","5","0","33","9","7","2","1","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-F","303","13545","EXPERIMENTAL APPAREL STRUCTURE","Christiansen,Deborah Lynn","20","21","2.825","2.920","90.5","20.0","50.0","30.0","0.0","1","0","0","4","2","4","4","3","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-F","303","5050","EXPERIMENTAL APPAREL STRUCTURE","Christiansen,Deborah Lynn","17","20","2.724","3.048","77.8","11.8","52.9","29.4","5.9","3","0","1","1","3","4","2","2","1","2","1","0","0","0","1","2","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-F","306","5051","FASHION DESIGN: TAILORING","Fette,Margaret Marie","12","13","3.308","3.012","76.9","41.7","50.0","8.3","0.0","1","0","1","4","2","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-F","340","26727","DRESS STUDIES: HISTORY II","Rowold,Kathleen","80","86","2.829","2.909","87.8","15.0","52.5","32.5","0.0","6","0","2","10","12","18","12","14","9","3","0","0","0","0","2","4","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-F","408","12547","FASHION DESIGN: DRAPING","Christiansen,Deborah Lynn","24","24","2.908","3.037","83.3","29.2","37.5","33.3","0.0","0","0","1","6","0","6","3","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-F","417","13547","FASHION DES IV: PRESENTATION","Christiansen,Deborah Lynn","29","29","2.952","2.970","82.8","17.2","72.4","6.9","3.4","0","0","1","4","5","7","9","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-R","100","14928","INTR RETAIL DSGN & MERCHANDSNG","Shaffer,Janis Lynn","100","119","2.420","2.820","16.5","12.0","38.0","37.0","9.0","23","0","3","9","7","18","13","15","16","6","1","3","5","4","8","10","0","0","1","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-R","204","13544","APPAREL MFG & QUALITY ANALYSIS","Bomberger,David Rick","44","51","3.370","3.042","82.6","47.7","47.7","4.5","0.0","7","0","4","17","8","12","1","1","1","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-R","204","5047","APPAREL MFG & QUALITY ANALYSIS","Bomberger,David Rick","39","45","3.264","2.936","61.0","48.7","43.6","7.7","0.0","6","0","1","18","7","4","6","0","1","2","0","0","0","0","2","4","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-R","308","15817","BRAND MANAGEMENT & ADVERTISING","Embry,Mary Christine","59","66","2.719","2.871","60.0","18.6","44.1","32.2","1.7","9","0","3","8","5","15","6","9","8","2","0","1","0","2","1","6","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-R","309","14931","STRATEGIES IN RETAIL PROMOTION","Rausch,Charity A","30","34","3.160","2.973","90.0","36.7","50.0","10.0","3.3","4","0","1","10","7","5","3","3","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-R","315","12940","PRINCIPLES-RETAIL MERCHANDISNG","Shaffer,Janis Lynn","43","52","2.477","2.837","82.2","9.3","48.8","27.9","11.6","10","0","0","4","7","8","6","3","5","4","1","2","2","1","2","7","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-R","315","5052","PRINCIPLES-RETAIL MERCHANDISNG","Shaffer,Janis Lynn","47","54","3.036","3.209","80.0","29.8","51.1","19.1","0.0","7","0","1","13","6","10","8","4","5","0","0","0","0","0","3","4","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-R","316","29048","RETAIL PRODUCT MANAGEMENT","Shaffer,Janis Lynn","30","35","3.007","3.054","90.0","23.3","60.0","16.7","0.0","5","0","1","6","3","11","4","1","4","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-R","327","13546","PRODUCT DEVELOPMENT","Rausch,Charity A","39","42","2.979","2.911","97.4","28.2","51.3","15.4","5.1","3","0","2","9","7","8","5","3","1","2","0","2","0","0","0","3","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-R","404","12865","INTERNATL TEXTILES & APP TRADE","Embry,Mary Christine","76","77","2.786","2.907","100.0","13.2","55.3","30.3","0.0","2","0","0","10","10","23","9","11","9","3","0","0","0","1","1","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-R","412","5056","GLOBAL SOURCING","Paul,Eloise Kim","36","37","3.447","3.007","97.2","61.1","33.3","5.6","0.0","1","1","8","13","2","8","2","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-R","413","12941","PLANNING AND ANALYSIS","Paul,Eloise Kim","37","41","3.049","2.915","97.4","29.7","54.1","13.5","0.0","5","0","1","10","9","7","4","1","4","0","0","0","0","1","1","3","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-R","413","5057","PLANNING AND ANALYSIS","Paul,Eloise Kim","26","32","2.927","2.842","100.0","30.8","50.0","15.4","3.8","6","0","0","8","1","3","9","3","1","0","0","1","0","0","2","4","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-R","440","5060","SENIOR SEMINAR","Embry,Mary Christine","55","56","3.175","2.938","100.0","52.7","30.9","10.9","1.8","3","0","7","22","7","5","5","3","2","1","0","1","0","2","0","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-R","450","26731","PROFILING THE APPAREL CUSTOMER","Bomberger,David Rick","28","31","3.229","2.973","80.0","42.9","39.3","17.9","0.0","3","0","6","6","7","3","1","0","3","2","0","0","0","0","2","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMID","AMID-R","490","30834","SPECIAL PROBLEMS IN RETAIL","Bomberger,David Rick","19","19","3.963","3.287","84.2","94.7","5.3","0.0","0.0","0","1","17","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMST","AMST-A","100","12554","WHAT IS AMERICA?","Inouye,Karen M","25","33","3.300","3.005","0.0","48.0","48.0","0.0","0.0","9","0","7","5","3","6","3","0","0","0","0","0","0","1","5","3","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMST","AMST-A","100","13338","WHAT IS AMERICA?","Rawlins,Justin Owen","35","49","3.320","3.007","0.0","45.7","48.6","2.9","2.9","14","3","8","5","5","6","6","0","1","0","0","1","0","0","4","9","0","0","1","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMST","AMST-A","100","15134","WHAT IS AMERICA?","Beatty,James Kevin","34","50","2.971","3.009","0.0","32.4","41.2","20.6","2.9","17","0","3","8","7","4","3","4","3","0","0","1","0","1","4","11","1","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMST","AMST-A","100","25946","WHAT IS AMERICA?","Inouye,Karen M","34","43","3.179","3.120","2.9","44.1","41.2","14.7","0.0","9","2","3","10","2","6","6","2","2","1","0","0","0","0","1","8","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMST","AMST-A","100","25947","WHAT IS AMERICA?","Eckelmann,Susan","27","52","2.715","2.883","0.0","29.6","48.1","3.7","0.0","30","0","5","3","7","4","2","0","0","1","0","0","0","5","13","12","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","AMST","AMST-A","200","13339","COMPARATIVE AMER IDENTITIES","Gano,Geneva M","27","37","2.952","2.784","3.7","33.3","40.7","25.9","0.0","10","0","2","7","2","4","5","2","2","3","0","0","0","0","0","10","0","0","0","0","0","0","0","0","06-11-2010",
