"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Spring 2019","4192","1","Regular Academic Session","AAAD","AAAD-A","265","4432","MODRN SPORTS & AFRO-AMER EXPER","Sailes,Gary A.","83","97","3.239","2.745","0","42.2","47.0","7.2","1.2","16","1","17","17","19","15","5","1","4","1","0","0","1","2","6","8","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AAAD","AAAD-A","295","7009","SURVEY OF HIP HOP","Orejuela,Fernando","86","96","2.979","3.027","0","31.4","50.0","10.5","3.5","14","4","9","14","11","22","10","4","5","0","3","0","0","4","4","6","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AAAD","AAAD-A","337","10328","SOUL REVUE ADV STU PRACT","Strong Jr,James Augustas","6","8","4","3.158","0","100.0","0.0","0.0","0.0","2","3","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AAAD","AAAD-A","338","10329","AF AM DANCE CO ADV STDIES PRAC","Berry Jr,Stafford C","10","12","4","2.984","0","100.0","0.0","0.0","0.0","2","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AAAD","AAAD-A","339","10330","AACE ADV STU AND PRACT","Wise,Raymond","12","17","3.725","3.051","7.1","75.0","25.0","0.0","0.0","5","5","2","2","1","2","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","1","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AAAD","AAAD-A","352","29814","AFRI AM ART II:AFRI AM ARTISTS","Wolfskill,Phoebe","28","29","2.743","2.923","0","21.4","46.4","21.4","10.7","1","0","4","2","4","6","3","1","1","4","1","1","1","0","1","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AAAD","AAAD-A","356","4439","AFRICAN-AMERICAN HISTORY II","Williams,Jakobi","34","41","2.844","2.795","10.5","20.6","47.1","29.4","2.9","7","0","5","2","2","7","7","7","2","1","0","1","0","0","4","3","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AAAD","AAAD-A","380","5369","CONTEMP BLACK AMER WRITING","Amoah-Ramey,Nana Abena Dansowaa","24","28","3.421","3.045","8","62.5","20.8","16.7","0.0","4","1","8","6","1","3","1","3","1","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","8W2","Eight Week - Second","AAAD","AAAD-A","382","33230","BLACK COMM, LAW, & SOC CHANGE","Motley,Frank","17","26","3.024","2.587","10.5","41.2","47.1","0.0","0.0","11","2","1","4","3","4","1","0","0","0","0","0","0","2","2","7","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AAAD","AAAD-A","386","29815","BLACK FEMINIST PERSPECTIVES","Wester,Maisha","34","41","2.482","2.909","0","20.6","26.5","38.2","11.8","8","2","1","4","2","2","5","5","5","3","3","1","0","1","3","4","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AAAD","AAAD-A","398","11460","ADV TPCS IN SOCIAL&HIST AAADS","Hamilton Abegunde,Maria Eliza","9","12","3.967","3.364","30","100.0","0.0","0.0","0.0","3","5","3","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","8W2","Eight Week - Second","AAAD","AAAD-A","399","7387","ADV TPCS ARTS&HUMANITIES AAADS","Wise,Raymond","18","30","3.472","2.762","4.8","77.8","5.6","11.1","5.6","12","7","2","5","0","1","0","1","1","0","0","0","1","0","3","9","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AAAD","AAAD-A","481","11288","RACISM AND THE LAW","Motley,Frank","22","34","3.309","2.757","0","50.0","45.5","0.0","0.0","13","3","2","6","4","4","2","0","0","0","0","0","0","1","5","6","1","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AAAD","AAAD-A","606","33644","RACE AND GLOBAL CITY, PART II","Williams,Jakobi","8","8","3.5","3.719","87.5","50.0","50.0","0.0","0.0","0","0","3","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AADM","AADM-Y","504","9486","ARTS ORGS IN PUBL & PRIVT SECT","Rushton,Michael","25","27","3.728","3.783","88.5","80.0","20.0","0.0","0.0","2","0","15","5","1","2","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AADM","AADM-Y","506","31905","CURATING IN GALLERIES & MUSEUM","Lewis,Frank","13","13","3.723","3.771","84.6","76.9","23.1","0.0","0.0","0","1","6","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AADM","AADM-Y","508","32975","PERFORMING ARTS ORG MANAGEMENT","Kuhar,Ursula Maria","25","26","3.732","3.851","48","80.0","16.0","0.0","4.0","1","7","11","2","3","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AADM","AADM-Y","530","9487","AUDIENCE DEV & MRKTG THE ARTS","Woronkowicz,Joanna","36","36","3.928","3.801","80.6","94.4","5.6","0.0","0.0","0","16","14","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","8W2","Eight Week - Second","AADM","AADM-Y","558","31907","FUND DEV FOR NONPROFIT ORGS","Gahl-Mills,Karen","27","31","3.841","3.698","72.4","85.2","14.8","0.0","0.0","4","1","17","5","4","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","1","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AADM","AADM-Y","559","7438","PUBLIC POLICY AND THE ARTS","Rushton,Michael","9","9","3.811","3.819","55.6","77.8","22.2","0.0","0.0","0","4","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AADM","AADM-Y","750","1499","INTERNSHIP IN ARTS ADMIN","Redman,Miranda Darlene","10","10","4","3.872","100","100.0","0.0","0.0","0.0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AAST","AAST-A","101","8832","INTR TO ASIAN AMERICAN STUDIES","Kwong,Lisa","40","44","3.885","3.146","0","90.0","10.0","0.0","0.0","4","16","14","6","4","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AAST","AAST-A","300","10323","TPCS IN ASIAN AMERICAN STUDIES","Chan,Roy Y","22","25","3.041","3.018","0","68.2","13.6","0.0","0.0","7","5","4","6","0","2","1","0","0","0","0","0","0","4","1","2","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AAST","AAST-A","320","29592","ADV TOPICS IN ASIAN AMER LIT","Wu,Cynthia","10","10","3.58","3.139","0","80.0","10.0","10.0","0.0","0","3","2","3","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ABEH","ABEH-A","200","8753","ANIMAL BEHAVIOR WORKSHOP","Smith,Adam Ray","18","20","3.817","3.223","94.7","83.3","16.7","0.0","0.0","2","6","7","2","2","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ABEH","ABEH-A","400","13418","ADV WORKSHOP IN ANIMAL BEHAVR","Smith,Adam Ray","16","17","3.394","3.116","75","62.5","25.0","6.3","0.0","2","5","5","0","1","3","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ABEH","ABEH-A","401","11263","TOPICS IN ANIMAL BEHAVIOR","Hurley,Laura M.","11","13","3.436","3.096","90.9","81.8","0.0","9.1","9.1","2","2","4","3","0","0","0","0","0","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AERO","AERO-A","102","1500","THE AIR FORCE TODAY II","Schimp,Dustin Tyler","14","20","3.836","3.373","0","85.7","14.3","0.0","0.0","6","7","3","2","1","1","0","0","0","0","0","0","0","0","4","2","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AERO","AERO-A","102","32759","THE AIR FORCE TODAY II","Schimp,Dustin Tyler","11","13","3.773","3.189","0","90.9","9.1","0.0","0.0","2","3","3","4","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AERO","AERO-A","202","1503","THE DEV OF AIR POWER II","Callaway,Russell C.","9","14","4","3.321","0","100.0","0.0","0.0","0.0","5","6","3","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AERO","AERO-A","302","1506","AIR FORCE MGMT & LEADERSHIP II","Heil,Matthew S.","6","6","3.783","3.481","0","83.3","16.7","0.0","0.0","0","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AFRI","AFRI-B","102","4411","ELEMENTARY BAMANA II","Sow,Amadou Beidy","19","20","3.847","3.122","0","89.5","10.5","0.0","0.0","1","0","13","4","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AFRI","AFRI-B","202","2907","INTERMEDIATE BAMANA II","Sow,Amadou Beidy","25","28","3.804","3.129","0","84.0","16.0","0.0","0.0","3","0","16","5","2","2","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AFRI","AFRI-B","302","2908","ADVANCED BAMANA II","Sow,Amadou Beidy","15","15","3.96","2.782","0","100.0","0.0","0.0","0.0","0","0","13","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AFRI","AFRI-K","202","10840","INTERMEDIATE AKAN II","Adu-Amankwah,David","8","8","2.75","2.867","0","37.5","25.0","12.5","25.0","0","0","2","1","1","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","8W2","Eight Week - Second","AFRI","AFRI-L","100","12974","TOPICS IN AFRI SOCIETY&CULTURE","Adu-Amankwah,David","19","31","3.174","2.756","0","47.4","26.3","21.1","5.3","12","0","8","1","3","2","0","0","3","1","0","1","0","0","2","9","1","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AFRI","AFRI-L","100","30282","TOPICS IN AFRI SOCIETY&CULTURE","Martinez-Ruiz,Barbaro","8","21","3.175","2.833","0","50.0","25.0","25.0","0.0","13","2","1","1","0","1","1","1","0","1","0","0","0","0","3","10","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","8W1","Eight Week - First","AFRI","AFRI-L","100","6019","TOPICS IN AFRI SOCIETY&CULTURE","Dlamini,Betty Sibongile","54","78","3.848","3.195","0","90.7","5.6","3.7","0.0","24","25","18","6","1","1","1","2","0","0","0","0","0","0","5","19","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","8W2","Eight Week - Second","AFRI","AFRI-L","100","6981","TOPICS IN AFRI SOCIETY&CULTURE","Sow,Amadou Beidy","56","71","3.532","2.737","0","50.0","50.0","0.0","0.0","15","0","10","18","25","2","1","0","0","0","0","0","0","0","2","11","2","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AFRI","AFRI-L","232","7445","CONTEMPORARY AFRICA","Henriques,Jonathan Joseph","24","40","3.183","3.265","0","29.2","62.5","8.3","0.0","16","1","2","4","4","7","4","2","0","0","0","0","0","0","6","10","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","8W2","Eight Week - Second","AFRI","AFRI-L","400","30115","TOPICS IN AFRICAN STUDIES","Schleicher,Antonia Yetunde","9","15","3.189","2.824","0","33.3","55.6","11.1","0.0","6","0","1","2","2","2","1","0","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AFRI","AFRI-S","102","12138","ELEMENTARY SWAHILI 2","","14","14","3.386","2.898","0","50.0","42.9","7.1","0.0","0","0","4","3","1","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AFRI","AFRI-S","102","12152","ELEMENTARY SWAHILI 2","Omar,Alwiya Saleh","19","19","3.521","2.823","0","57.9","31.6","10.5","0.0","0","3","7","1","3","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AFRI","AFRI-S","202","12151","INTERMEDIATE SWAHILI 2","Kavaya,Susan","7","7","2.529","3.162","0","42.9","14.3","14.3","14.3","1","3","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AFRI","AFRI-S","202","12156","INTERMEDIATE SWAHILI 2","Kavaya,Susan","18","19","2.661","3.015","0","33.3","27.8","22.2","16.7","1","1","2","3","0","1","4","3","0","1","0","1","2","0","0","1","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AFRI","AFRI-Y","102","7606","ELEMENTARY YORUBA II","Ehineni,Taiwo Oluwaseun","6","7","4","3.058","0","100.0","0.0","0.0","0.0","1","4","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AFRI","AFRI-Z","102","4329","ELEMENTARY ZULU II","Dlamini,Betty Sibongile","15","16","3.32","3.179","0","46.7","46.7","6.7","0.0","1","1","4","2","1","3","3","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","8W1","Eight Week - First","AMST","AMST-A","100","29176","WHAT IS AMERICA?","Halloran,Vivian","75","102","3.743","3.375","0","84.0","10.7","2.7","1.3","28","31","29","3","2","5","1","1","1","0","0","1","0","1","0","27","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AMST","AMST-A","100","4766","WHAT IS AMERICA?","Anderson,Paul Allen","70","84","2.671","2.983","0","31.4","27.1","27.1","5.7","20","4","10","8","6","11","2","6","11","2","1","2","1","6","5","9","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AMST","AMST-A","100","6753","WHAT IS AMERICA?","Wester,Maisha","36","46","2.483","2.953","0","13.9","41.7","27.8","13.9","11","0","3","2","2","6","7","5","4","1","2","2","1","1","4","6","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","8W2","Eight Week - Second","AMST","AMST-A","200","29175","COMPARATIVE AMER IDENTITIES","Cruz Rios,Yari E","40","43","3.415","3.282","0","67.5","20.0","7.5","2.5","4","3","11","13","3","5","0","1","2","0","1","0","0","1","1","2","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AMST","AMST-A","200","33624","COMPARATIVE AMER IDENTITIES","Inouye,Karen M","38","47","3.129","3.184","0","42.1","44.7","10.5","2.6","9","0","3","13","3","9","5","0","3","1","0","0","1","0","2","7","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","8W2","Eight Week - Second","AMST","AMST-A","201","29177","U.S. MOVEMENTS & INSTITUTIONS","Frazier,Lessie Jo","61","104","2.78","2.936","1.3","54.1","9.8","14.8","6.6","52","14","13","6","3","1","2","1","7","1","0","1","3","9","11","27","5","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AMST","AMST-A","201","33656","U.S. MOVEMENTS & INSTITUTIONS","Lee,Sonia Song-Ha","30","43","2.983","2.991","0","40.0","33.3","20.0","3.3","14","1","7","4","3","2","5","3","2","1","0","0","1","1","2","11","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AMST","AMST-A","202","29178","U.S. ARTS AND MEDIA","Anderson,Paul Allen","26","50","2.415","2.748","0","7.7","57.7","19.2","3.8","27","0","2","0","3","5","7","1","3","1","0","1","0","3","13","10","1","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AMST","AMST-A","202","29179","U.S. ARTS AND MEDIA","Wolfskill,Phoebe","25","40","2.868","2.973","0","32.0","40.0","24.0","4.0","15","0","4","4","0","4","6","1","2","3","1","0","0","0","0","14","1","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AMST","AMST-A","275","12697","INDIGENOUS WRLDVWS IN AMERICAS","Cruz Rios,Yari E","34","39","3.388","3.082","2.9","64.7","20.6","11.8","0.0","6","3","8","11","4","2","1","2","2","0","0","0","0","1","1","4","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","AMST","AMST-A","350","12743","TOPICS: INTERDISCIPLINARY AMST","Seigel,Micol","24","34","2.708","3.014","0","33.3","29.2","25.0","0.0","13","0","6","2","0","6","1","3","3","0","0","0","0","3","2","8","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANAT","ANAT-A","215","1518","BASIC HUMAN ANATOMY","Dougherty,George S.","36","46","2.781","3.32","0","38.9","33.3","8.3","8.3","14","2","6","6","5","5","2","2","0","1","0","2","1","4","4","6","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANAT","ANAT-A","215","5058","BASIC HUMAN ANATOMY","Dougherty,George S.","37","46","2.484","3.204","0","29.7","21.6","29.7","10.8","12","2","6","3","1","4","3","2","4","5","2","1","1","3","3","6","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANAT","ANAT-A","215","5059","BASIC HUMAN ANATOMY","Dougherty,George S.","36","41","2.864","3.304","0","36.1","36.1","11.1","13.9","6","5","4","4","4","3","6","0","3","1","4","1","0","1","3","2","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANAT","ANAT-A","215","5060","BASIC HUMAN ANATOMY","Dougherty,George S.","34","41","2.406","2.978","0","20.6","32.4","23.5","8.8","12","3","4","0","6","4","1","3","3","2","1","1","1","5","3","3","1","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANAT","ANAT-A","215","5061","BASIC HUMAN ANATOMY","Dougherty,George S.","29","45","1.941","2.796","0","24.1","13.8","20.7","13.8","24","3","3","1","2","2","0","2","0","4","2","2","0","8","8","8","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANAT","ANAT-A","215","5062","BASIC HUMAN ANATOMY","Dougherty,George S.","34","42","2.526","3.191","0","32.4","20.6","26.5","14.7","10","2","4","5","3","1","3","4","1","4","0","3","2","2","5","3","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANAT","ANAT-A","215","5063","BASIC HUMAN ANATOMY","Dougherty,George S.","34","40","2.438","3.101","0","29.4","29.4","17.6","8.8","11","2","3","5","3","3","4","2","1","3","1","1","1","5","5","0","0","0","1","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANAT","ANAT-A","215","5064","BASIC HUMAN ANATOMY","Dougherty,George S.","37","45","2.441","3.186","0","29.7","18.9","29.7","8.1","13","4","4","3","4","2","1","3","4","4","2","1","0","5","4","4","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANAT","ANAT-A","215","5065","BASIC HUMAN ANATOMY","Dougherty,George S.","36","41","2.453","3.096","0","25.0","36.1","16.7","11.1","9","3","3","3","2","4","7","1","3","2","1","2","1","4","3","2","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANAT","ANAT-A","215","5066","BASIC HUMAN ANATOMY","Dougherty,George S.","36","45","2.789","3.249","0","36.1","25.0","27.8","5.6","11","2","5","6","3","3","3","4","4","2","2","0","0","2","3","6","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANAT","ANAT-A","215","5067","BASIC HUMAN ANATOMY","Dougherty,George S.","32","44","2.238","2.925","0","25.0","21.9","25.0","6.3","19","2","2","4","1","3","3","6","2","0","2","0","0","7","4","8","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANAT","ANAT-A","215","5068","BASIC HUMAN ANATOMY","Dougherty,George S.","13","29","2.315","2.748","0","30.8","15.4","23.1","23.1","17","0","3","1","0","1","1","1","1","1","1","0","2","1","8","8","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANAT","ANAT-A","464","1530","HUMAN TISSUE BIOLOGY","Foley,John G","46","52","3.122","3.416","0","43.5","34.8","19.6","0.0","7","1","13","6","3","11","2","0","6","3","0","0","0","1","0","6","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANTH","ANTH-A","107","33481","BECOMING HUMAN: EVOLUTION","Barros,Beatriz","25","27","3.12","3.209","0","40.0","40.0","12.0","8.0","2","1","4","5","5","5","0","1","1","1","1","0","1","0","0","2","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANTH","ANTH-A","122","9081","INTERPERSONAL COMMUNICATION","Robinson,Jennifer Meta","23","24","3.265","3.05","0","47.8","34.8","17.4","0.0","1","2","2","7","3","4","1","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANTH","ANTH-A","122","9082","INTERPERSONAL COMMUNICATION","Robinson,Jennifer Meta","23","29","3.339","3.04","0","56.5","34.8","4.3","0.0","7","2","7","4","2","5","1","0","0","1","0","0","0","1","0","5","0","0","1","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANTH","ANTH-A","122","9083","INTERPERSONAL COMMUNICATION","Robinson,Jennifer Meta","23","28","3.787","3.286","0","82.6","17.4","0.0","0.0","5","2","13","4","2","1","1","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","06-07-2019",
"Spring 2019","4192","1","Regular Academic Session","ANTH","ANTH-A","122","9084","INTERPERSONAL COMMUNICATION","Robinson,Jennifer Meta","24","27","3.642","3.068","0","70.8","25.0","4.2","0.0","3","4","9","4","2","4","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-07-2019",
